Title,Genre,Description
Partner,"Comedy,Drama,Romance",A 'Love Guru' assists other males  woos a widowed single mother  but becomes embroiled in controversies.
Raqeeb,"Crime,Drama,Mystery",A rich businessman Remo marries a girl (Sophie) his friend (Sid) finds online. Little did he know that Sophie had other plans for him after meeting her ex-boyfriend
Nanhe Jaisalmer: A Dream Come True,"Comedy,Drama,Family",Nanhe Jaisalmer lives a poor lifestyle in Jaisalmer  Rajasthan  along with his mom  Sarla  and sister  Suman. His father took advantage of Sarla's illiteracy  sold their property and ...                    
Life Mein Kabhie Kabhiee,"Drama,Thriller",A story about friends and their ambitions.
Risk,"Action,Crime,Drama",Modern day Bombay is ruled by Bangkok-based underworld don  Khalid Bin Jamal  who has the Home Minister  A.R. Sarang  as well as the Police Commissioner on his payroll. Khalid would like to...                    
Shakalaka Boom Boom,"Drama,Musical,Romance",A tale of two different musicians  dramatically different but united in their passion for music  set against the backdrop of the international music industry.
Red Swastik,"Crime,Drama,Thriller",The police hunt a femme fatale who  after intercourse  brutally murders her lovers and leaves behind a swastika calling card.
Salaam-E-Ishq,"Comedy,Drama,Musical",Six couples in love must face different problems caused by love itself. Do they resolve their issues and face life anew  or do they succumb under pressure ?
Saawariya,"Drama,Musical,Romance",Two souls arrive in a small town  one on vacation  the other to meet a lover. They spend the most magical dream-like days of their lives in that town... with each other.
Sarhad Paar,"Action,Drama,Romance",An Indian soldier tries to exact revenge on those who had wronged him is backed by the emotional support of two women.
Say Salaam India: 'Let's Bring the Cup Home',"Drama,Sport",Principal Goswami of prestigious Royal Heritage High School recruits his chum  Hari Sadu  to coach his school's five-time winning cricket team  only to let him go following complaints of ...                    
Red: The Dark Side,"Drama,Romance,Thriller",Neel has a fatal heart ailment. Luckily  He gets a heart transplant. After this surgery  he meets Anahita.
Shootout at Lokhandwala,"Action,Crime",An account of the gangster Mahindra Dolas and his gang  which terrorized Mumbai City  and a massive war between Mumbai Police and gangs during 16 November 1991.
Strangers,"Drama,Romance,Thriller",An overnight train journey  from London into France  business class  is comfortable and expensive. The premise where two of the film's protagonists 'strangers' to each other  meet  talk and...                    
Swami,Drama,Swami  Radha and their kid shift to Mumbai after selling off their ancestral home in a village. In Mumbai  they get their kid admitted to a school that's patronized by children belonging to...                    
Taare Zameen Par,"Drama,Family",An eight-year-old boy is thought to be a lazy trouble-maker  until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.
Ta Ra Rum Pum,"Family,Romance,Sport",Ace car racer RV and his wife have the world at their feet. But he has an accident and his world is turned upside down. Can he reclaim his lost glory?
Speed,"Action,Crime,Thriller",A young man receives a phone call from a woman claiming to have been kidnapped. Meanwhile  the abductors use her as a hostage to force her MI5 husband into assassinating the Indian prime minister.
Traffic Signal,Drama,"Silsila is the ""manager"" of one traffic signal  that is he collects the ""hafta"" (protection tax) from each signal squatter plying his trade. There's Tsunami  a little scavenger boy  there's...                    "
The Train: Some Lines Should Never Be Crossed...,"Crime,Drama,Thriller",When two married business executives having an affair are blackmailed by a violent criminal  the two must turn the tables on him to save their families.
Showbiz,"Action,Crime,Drama",Rohan Arya lives a wealthy lifestyle in Mumbai and is a professional singer with Showbiz  which is managed by Inder Raj Bahl  while Rohan's personal Manager is Shikha Verma. Rohan and ...                    
Sunglass,"Comedy,Drama,Thriller",A satirical comedy about the seven-year itch between a husband and wife and how their life turns Topsy-turvy with the entry of what seems to be an ordinary pair of antique sunglasses.
Welcome,"Comedy,Romance",A man falls in love with a beautiful woman  but later discovers that her brothers are gangsters.
36 China Town,"Comedy,Mystery,Thriller",An inspector heads to Chinatown  a resort  to investigate the occurrence of a crime  only to discover that in Chinatown  EVERYBODY is a criminal...
Zamaanat,"Action,Crime,Thriller",Add a Plot »
Aap Ki Khatir,"Comedy,Romance",Anu Khanna (Priyanka Chopra) enlists Aman Mehra (Akshaye Khanna)  a handsome male escort  to travel with her to London and pretend to be her date at the upcoming wedding of her sister ...                    
Ahista Ahista,"Drama,Romance",An acting marriage Ankush witness falls in love with a girl who has been betrayed by her lover. When he returns back  Ankush tries his best to save his relationship.
Aksar,"Drama,Romance,Thriller",A love triangle where everybody is blackmailing the other two gets a nasty upset when one of them is suddenly found murdered.
Alag: He Is Different.... He Is Alone...,"Action,Drama,Fantasy",An odd orphan boy is forced to use his secret super powers when his new classmates bully him. A scientist abducts him to use the boy's powers for his own evil gains.
Anthony Kaun Hai?,"Mystery,Thriller",Two men  an assassin and his victim is a small time crook and a question lies between the men is WHO IS ANTHONY?
Apna Sapna Money Money,"Comedy,Musical,Romance",Kishan is a young man from Goa whose brain is full of every conceivable trick to make a quick buck. He cons people by slipping into different outfits and by assuming many guises. Julie  is ...                    
Ankahee,"Biography,Drama,Romance",A dangerous beauty queen sinks her claws into the life of a married doctor and his family.
Yatra,Drama,Yatra is a journey of a person whose claim to fame is interrupted by his past which comes in the way of his present. Yatra comes across a strong subject that of a prostitute and its ...                    
Baabul,"Drama,Family,Romance",Babul tells the tale of a man (Bachchan) who tries to bring happiness back into his daughter-in-law (Mukherjee)'s life after his son (Salman)'s death.
Aisa Kyon Hota Hai?,"Action,Crime,Drama",A single mother contend with her playboy son's newly diagnosed case of HIV infection.
Adharm,Action,This story is inspired by true incident that happened in Chittisinghpura village Anantnag district in Kashmir valley region. In era of 2000 some unidentified terrorists fired on Gurudwara killing about 36 Kashmiri Sikhs.
Being Cyrus,"Drama,Thriller",Being Cyrus is a dark  comedic venture by the debutante director Homi Adajania that spins around the Sethnas - a Parsi family.
Banaras,"Drama,Musical",A mystic love story... between two people of different castes... set in the oldest living city on Earth...
Bas Ek Pal,"Drama,Romance",Nikhil Kapoor decides to re-locate from Parksville  USA to Bombay; meets with Anamika Joshi and instantly falls in love with her but she does not reciprocate. When he sees her again  she is...                    
Bhagam Bhag,"Comedy,Mystery,Thriller",The members of a drama troupe falls in trouble when they are framed for a murder. Things goes worst when they find their actress commits suicide  which is somehow linked with the murder.
Chingaari,Drama,In the village of Rangpur  District of Badlapur  India  lives Narainda  who has been the Postmaster for the last over 35 years. He has patiently awaited the arrival of an assistant so that ...                    
Bhoot Unkle,"Family,Fantasy",Geeta and her parents move to a small town of Hari Nagar where her dad has been appointed Principal of a school. During her very first day  Geeta finds out that her video gaming device has ...                    
Chand Ke Paar Chalo,Romance,Anisa and her family move from lower middle-class in Lucknow to glamorous Mumbai. Anisa has opportunities with the glitzy Singhania family  publishers of the magazine Desi Girls  and she ...                    
Aryan: Unbreakable,"Action,Drama,Sport",Aryan  a young boxer  gives up the sport after he marries his sweetheart. However  years later  circumstances force him to revive his career and win back the respect of his loved ones.
Chup Chup Ke,"Comedy,Drama,Romance",A debt-ridden young man attempts suicide  but is rescued only to find that his luck is finally turning.
Corporate,Drama,Two corporate giants compete in order to recklessly maximize their respective profits.
Darna Zaroori Hai,Horror,Five children take shelter from the rain  inside a spooky bungalow. Encountering an old woman  they follow her upstairs where she proceeds to tell them six scary stories.
Deadline: Sirf 24 Ghante,"Crime,Thriller",Dr. Viren Goenka lives a very wealthy lifestyle in Bombay  along with his wife  Sanjana  and asthma-ridden daughter  Anishka. He has recently been declared 4 of 11 best Cardio surgeons in ...                    
